date,state,claim_volume
2021-10-25,WI,38678.0
2021-02-07,AZ,32570.0
2021-06-15,GA,76622.0
2021-08-02,VA,60347.0
2021-08-19,ND,89187.0
2021-02-07,IL,55641.0
2021-02-09,MS,71791.0
2021-01-30,DC,73297.0
2021-08-29,PA,7379.0
2021-01-18,AL,28880.0
2021-10-18,MD,33181.0
2021-04-14,UT,84745.0
2021-03-14,NM,84134.0
2021-10-23,OH,11454.0
2021-02-22,FL,17426.0
2021-02-09,VT,42197.0
2021-02-04,CT,57139.0
2021-02-22,HI,75444.0
2021-06-07,CT,65903.0
2021-08-05,DE,75642.0
2021-10-24,WY,90842.0
2021-06-11,NM,66208.0
2021-02-15,MS,83467.0
2021-06-26,HI,29697.0
2021-04-28,FL,20701.0
2021-08-10,KS,24075.0
2021-07-03,NE,67364.0
2021-03-30,MD,70978.0
2021-08-14,MA,31550.0
2021-09-28,TX,28186.0
2021-09-23,KS,43953.0
2021-09-10,WI,78172.0
2021-06-27,WI,38110.0
2021-04-03,SD,8369.0
2021-04-28,NH,82447.0
2021-06-08,WV,14382.0
2021-06-02,NH,59833.0
2021-05-26,OH,62701.0
2021-06-12,MO,96029.0
2021-09-14,CT,81397.0
2021-10-30,OR,55090.0
2021-07-31,MT,89530.0
2021-07-25,CO,92191.0
2021-04-21,MS,2334.0
2021-05-12,WY,62172.0
2021-07-10,RI,35804.0
2021-05-16,CT,44231.0
2021-05-21,DE,28319.0
2021-05-23,WA,82059.0
2021-02-10,AR,5225.0
2021-04-26,OR,35040.0
2021-02-03,SD,95932.0
2021-03-16,SD,44229.0
2021-09-23,AR,36752.0
2021-05-13,DE,12012.0
2021-08-20,IA,83244.0
2021-03-22,WA,89710.0
2021-01-27,WY,93567.0
2021-09-27,MO,5512.0
2021-04-12,MI,87154.0
2021-06-18,SC,77098.0
2021-02-27,MI,59146.0
2021-07-10,IA,21648.0
2021-01-17,NH,60687.0
2021-01-21,MO,27962.0
2021-10-23,SC,22359.0
2021-08-16,TX,50061.0
2021-02-19,GA,96069.0
2021-08-26,CT,29736.0
2021-01-15,RI,85829.0
2021-03-07,RI,90030.0
2021-10-05,MD,16965.0
2021-06-20,CO,93628.0
2021-10-15,CA,72346.0
2021-09-11,WY,21027.0
2021-05-16,IN,92971.0
2021-07-23,NV,27952.0
2021-06-10,ME,25654.0
2021-07-14,OR,66406.0
2021-02-22,OH,21159.0
2021-08-02,VT,8424.0
2021-02-18,MT,29958.0
2021-03-19,CO,37378.0
2021-02-25,CT,77991.0
2021-02-25,MA,67230.0
2021-04-22,ND,34812.0
2021-04-28,SD,66586.0
2021-03-29,FL,631.0
2021-04-01,AZ,27314.0
2021-04-09,OK,595.0
2021-04-16,OH,80555.0
2021-10-11,VT,23532.0
2021-08-13,AR,39677.0
2021-02-08,GA,64201.0
2021-07-05,ND,1079.0
2021-08-28,IN,56092.0
2021-08-27,PA,3662.0
2021-07-09,MI,73126.0
2021-01-05,IA,85028.0
2021-10-08,CA,6072.0
2021-05-03,AK,2950.0
2021-05-03,ME,12344.0
2021-08-06,ND,92210.0
2021-04-12,UT,64980.0
2021-08-20,SD,1021.0
2021-07-19,NJ,2447.0
2021-01-07,AL,57742.0
2021-07-25,NH,61782.0
2021-05-16,LA,98931.0
2021-10-26,VT,53345.0
2021-09-11,NV,65632.0
2021-05-25,MD,54302.0
2021-05-18,WA,29871.0
2021-04-09,NC,80419.0
2021-10-08,GA,6204.0
2021-08-13,NV,95970.0
2021-07-13,AK,19119.0
2021-07-25,NV,50592.0
2021-03-18,AZ,49031.0
2021-09-14,TX,63873.0
2021-08-19,LA,59323.0
2021-04-16,MO,13657.0
2021-01-08,IL,36640.0
2021-08-27,UT,93104.0
2021-06-05,MN,99792.0
2021-05-18,NH,46926.0
2021-09-13,FL,63272.0
2021-03-22,FL,93431.0
2021-10-04,CA,38773.0
2021-08-02,CA,16149.0
2021-04-07,MS,91623.0
2021-03-19,ME,76354.0
2021-04-29,TN,90842.0
2021-03-27,DC,37160.0
2021-05-23,IN,77964.0
2021-07-05,ND,92117.0
2021-04-01,NY,9351.0
2021-01-21,OH,1208.0
2021-08-07,AR,31146.0
2021-04-17,NY,32044.0
2021-03-20,MS,77912.0
2021-09-05,WI,12199.0
2021-08-14,NJ,48054.0
2021-07-27,CA,15530.0
2021-10-21,NJ,16549.0
2021-05-04,HI,95010.0
2021-07-11,NC,87158.0
2021-09-18,TX,6329.0
2021-08-09,FL,62474.0
2021-05-27,MO,5234.0
2021-08-23,KS,60735.0
2021-09-10,NC,51729.0
2021-06-30,MO,29882.0
2021-03-10,MT,19529.0
2021-01-07,FL,42494.0
2021-10-11,WI,94153.0
2021-08-15,UT,60915.0
2021-07-17,OH,49458.0
2021-08-04,NC,74635.0
2021-07-18,ND,72476.0
2021-04-09,AL,72276.0
2021-03-30,NV,17857.0
2021-06-22,NH,16020.0
2021-04-19,AZ,60853.0
2021-04-22,OR,95113.0
2021-02-25,CT,30165.0
2021-03-10,RI,36409.0
2021-01-26,WY,49140.0
2021-06-18,CT,91361.0
2021-01-14,ME,3172.0
2021-06-23,SD,72031.0
2021-01-23,AL,16303.0
2021-09-28,NE,88544.0
2021-08-24,OK,28127.0
2021-05-16,SD,58559.0
2021-06-30,NV,23078.0
2021-10-11,KY,73662.0
2021-07-18,WV,98438.0
2021-02-23,ID,41908.0
2021-05-05,KS,77690.0
2021-01-09,ID,6329.0
2021-06-04,OH,82297.0
2021-04-28,OK,89355.0
2021-07-23,NH,10853.0
2021-05-27,TX,11476.0
2021-03-06,NH,33252.0
2021-08-19,PA,25862.0
2021-07-30,WI,91983.0
2021-01-16,MA,31692.0
2021-06-07,NJ,82503.0
2021-08-04,ME,20632.0
2021-07-12,ID,605.0
2021-04-06,UT,11524.0
2021-04-06,ND,65386.0
2021-08-18,MI,43442.0
2021-04-05,TN,42787.0
2021-10-11,OH,92366.0
2021-04-14,AR,53252.0
2021-03-21,ID,77534.0
2021-08-30,IN,93301.0
2021-06-12,IA,33152.0
2021-05-15,GA,48679.0
2021-02-11,AR,1197.0
2021-10-05,AL,19246.0
2021-08-28,CT,2222.0
2021-04-12,SC,34001.0
2021-10-11,NE,11785.0
2021-04-07,ND,5763.0
2021-01-23,MT,34407.0
2021-05-22,AK,59075.0
2021-03-01,IL,33216.0
2021-04-01,OK,25265.0
2021-10-02,NV,85417.0
2021-03-27,KY,32070.0
2021-02-04,NV,25257.0
2021-01-14,OK,28313.0
2021-06-09,OR,96496.0
2021-01-24,ME,543.0
2021-02-16,WV,79238.0
2021-04-10,NH,58411.0
2021-08-24,ND,73647.0
2021-01-22,HI,31003.0
2021-06-25,OK,14784.0
2021-03-15,NE,70349.0
2021-06-07,SD,71340.0
2021-02-08,AL,42137.0
2021-09-26,OK,22262.0
2021-10-05,ME,13289.0
2021-06-26,DE,85162.0
2021-06-19,NY,34118.0
2021-06-03,KY,20453.0
2021-03-11,HI,69194.0
2021-03-18,WI,18568.0
2021-01-20,MN,10433.0
2021-06-27,ME,86617.0
2021-01-08,OH,19428.0
2021-01-17,SC,56446.0
2021-10-18,MA,6305.0
2021-06-13,MD,15386.0
2021-04-13,WV,51742.0
2021-01-08,MS,45380.0
2021-09-30,WV,67776.0
2021-01-14,MT,27898.0
2021-07-28,IA,30033.0
2021-01-04,WV,18736.0
2021-01-20,CT,38177.0
2021-05-07,PA,86460.0
2021-01-12,PA,96321.0
2021-09-13,KS,5029.0
2021-05-06,NM,45123.0
2021-10-26,MD,57629.0
2021-08-12,WV,69727.0
2021-03-28,MT,33417.0
2021-08-28,MD,64788.0
2021-09-06,ID,16785.0
2021-03-06,KY,5078.0
2021-07-02,ME,13387.0
2021-02-28,MN,61350.0
2021-03-20,FL,7179.0
2021-05-01,MA,24264.0
2021-10-29,IL,60203.0
2021-09-05,ND,27355.0
2021-08-09,DC,39355.0
2021-08-07,CA,86563.0
2021-02-07,MS,67874.0
2021-08-18,AK,31141.0
2021-02-23,MI,82685.0
2021-05-09,NJ,65582.0
2021-06-22,ID,56574.0
2021-04-07,OK,66400.0
2021-09-08,IN,92727.0
2021-02-05,DE,51418.0
2021-10-15,VT,10727.0
2021-03-12,MA,58508.0
2021-08-21,VA,94636.0
2021-02-08,MT,11738.0
2021-07-08,KY,86913.0
2021-07-01,GA,99391.0
2021-04-29,OK,77603.0
2021-06-11,CO,83655.0
2021-06-27,TN,17375.0
2021-07-15,SC,18385.0
2021-06-06,ND,8302.0
2021-03-05,WI,83884.0
2021-07-27,SC,94277.0
2021-09-13,MO,68107.0
2021-09-01,AL,72048.0
2021-05-07,IL,46653.0
2021-05-01,SD,48910.0
2021-04-29,OH,99701.0
2021-03-31,CA,80620.0
2021-10-13,MO,62812.0
2021-08-31,TX,99925.0
2021-01-18,MO,79544.0
2021-07-23,WA,87730.0
2021-07-10,WI,55825.0
2021-01-21,AR,49774.0
2021-02-02,WI,63046.0
2021-03-19,KY,46203.0
2021-01-23,DC,74055.0
2021-03-21,MN,54570.0
2021-02-07,OK,14196.0
2021-02-13,MT,96670.0
2021-03-23,NH,16126.0
2021-10-06,SD,39487.0
2021-10-21,PA,55624.0
2021-04-11,DE,30734.0
2021-01-30,WI,80657.0
2021-06-22,SC,45658.0
2021-05-20,LA,57017.0
2021-01-19,NJ,48991.0
2021-07-03,IL,74843.0
2021-06-27,MA,38281.0
2021-10-17,WI,67469.0
2021-06-13,WV,74682.0
2021-05-28,NJ,32846.0
2021-10-21,NV,52522.0
2021-05-23,GA,86031.0
2021-05-16,MS,43495.0
2021-03-29,NH,98842.0
2021-03-26,MT,12089.0
2021-08-29,NH,80756.0
2021-08-12,MI,256.0
2021-05-20,DC,44331.0
2021-10-28,AK,74845.0
2021-06-29,AK,26488.0
2021-09-15,CO,2966.0
2021-10-01,UT,18585.0
2021-03-18,DC,53231.0
2021-10-14,WY,52635.0
2021-05-01,WV,10575.0
2021-10-03,WI,56537.0
2021-02-06,ID,98892.0
2021-03-25,MN,58862.0
2021-06-21,GA,84236.0
2021-07-07,VA,30230.0
2021-05-05,MO,40916.0
2021-01-17,DC,86692.0
2021-08-31,MT,22688.0
2021-06-19,NJ,48009.0
2021-06-08,MN,63892.0
2021-09-30,VA,87827.0
2021-05-14,KS,92706.0
2021-01-25,NE,47292.0
2021-09-29,MT,48956.0
2021-01-03,OR,94042.0
2021-02-13,DC,79427.0
2021-09-07,CT,35962.0
2021-08-10,ME,28595.0
2021-09-27,ID,28752.0
2021-07-06,KY,97875.0
2021-03-14,MN,14548.0
2021-01-21,MT,35611.0
2021-02-26,HI,93253.0
2021-05-22,AZ,98312.0
2021-10-20,NM,91855.0
2021-09-02,KY,48705.0
2021-04-15,CA,19016.0
2021-09-07,IA,5701.0
2021-02-13,NC,76759.0
2021-10-02,NC,57141.0
2021-03-07,ME,84114.0
2021-06-07,AR,88755.0
2021-07-12,WI,48775.0
2021-03-30,MT,44962.0
2021-04-12,ME,83348.0
2021-08-08,TX,69491.0
2021-01-31,PA,79222.0
2021-09-21,MA,45993.0
2021-05-02,CT,38084.0
2021-03-11,NV,29989.0
2021-01-12,VT,91584.0
2021-09-26,AZ,62430.0
2021-10-27,FL,23315.0
2021-02-28,NH,62630.0
2021-04-19,SC,70550.0
2021-01-11,KS,39936.0
2021-02-10,NY,7792.0
2021-05-14,ME,9414.0
2021-08-06,PA,38530.0
2021-09-26,OR,13705.0
2021-02-01,KY,88290.0
2021-01-27,HI,58843.0
2021-03-24,MO,33326.0
2021-10-22,DC,48428.0
2021-04-01,SC,76267.0
2021-01-28,ID,35195.0
2021-09-23,NY,25973.0
2021-10-01,RI,42418.0
2021-06-02,OK,99311.0
2021-01-19,HI,386.0
2021-03-21,NY,94673.0
2021-06-11,DE,92132.0
2021-05-19,UT,32599.0
2021-05-06,VT,64265.0
2021-06-02,VA,39944.0
2021-08-25,NY,61863.0
2021-10-12,SC,52207.0
2021-10-19,VA,24048.0
2021-04-17,NV,49992.0
2021-07-30,TX,46525.0
2021-08-22,VT,23800.0
2021-04-17,LA,9387.0
2021-02-20,TN,54774.0
2021-09-03,IA,80990.0
2021-08-31,MA,25110.0
2021-01-12,TX,12067.0
2021-10-22,WI,12841.0
2021-06-19,MO,17397.0
2021-04-02,LA,74216.0
2021-08-06,MT,13966.0
2021-02-07,RI,38947.0
2021-03-15,AL,38999.0
2021-09-07,HI,69610.0
2021-09-19,ME,59552.0
2021-08-04,AL,12807.0
2021-01-07,CO,30892.0
2021-10-25,WY,80461.0
2021-03-15,KY,19496.0
2021-01-22,WY,68596.0
2021-01-07,MI,99424.0
2021-08-16,TX,67501.0
2021-05-17,CO,61052.0
2021-05-06,MT,38911.0
2021-03-07,AR,91935.0
2021-05-19,IL,22076.0
2021-01-12,IL,5905.0
2021-01-19,OR,46873.0
2021-04-08,FL,38075.0
2021-09-26,SC,88772.0
2021-09-24,FL,79929.0
2021-04-16,TX,88109.0
2021-04-19,NV,59534.0
2021-10-06,WV,72665.0
2021-01-07,AL,39916.0
2021-06-08,IN,37346.0
2021-08-13,TX,51045.0
2021-04-07,MA,28143.0
2021-06-06,OK,16091.0
2021-02-02,PA,42335.0
2021-01-07,WY,35942.0
2021-06-03,MS,3119.0
2021-03-05,UT,95465.0
2021-04-03,NV,19315.0
2021-08-17,WI,82587.0
2021-08-24,AZ,53547.0
2021-05-11,OH,80641.0
2021-10-16,UT,18698.0
2021-02-02,MA,16484.0
2021-10-05,FL,53379.0
2021-06-12,NY,91563.0
2021-07-30,PA,39912.0
2021-04-25,IN,56067.0
2021-10-10,DE,30251.0
2021-08-23,TX,56580.0
2021-07-12,MT,15190.0
2021-01-11,FL,29223.0
2021-03-14,NC,9867.0
2021-07-08,AR,79523.0
2021-07-14,ME,42046.0
2021-04-28,LA,37764.0
2021-03-17,LA,70981.0
2021-10-06,DC,21223.0
2021-10-09,NM,49304.0
2021-09-06,VT,28283.0
2021-06-20,ID,97291.0
2021-03-31,IL,31087.0
2021-02-10,NV,4932.0
2021-07-10,GA,51704.0
2021-01-23,MD,10154.0
2021-03-25,SD,66763.0
2021-04-26,IA,33647.0
2021-05-01,NC,99614.0
2021-09-06,IN,71719.0
2021-05-19,WY,12547.0
2021-10-15,FL,47595.0
2021-03-26,ME,48183.0
2021-09-02,MA,53714.0
2021-03-08,FL,72917.0
2021-01-06,MN,44789.0
2021-06-02,KY,17843.0
2021-05-10,WI,55582.0
2021-04-11,DC,61601.0
2021-06-03,ID,70671.0
2021-05-03,NY,51418.0
2021-03-04,PA,39470.0
2021-04-04,WA,41275.0
2021-01-01,LA,11611.0
2021-08-17,AZ,34769.0
2021-07-31,OK,66637.0
2021-07-30,NJ,63577.0
2021-10-28,PA,81416.0
2021-06-24,FL,30050.0
2021-03-22,FL,14442.0
2021-04-10,IA,30891.0
2021-01-19,CO,55461.0
2021-05-22,NV,46188.0
2021-05-20,MS,11936.0
2021-05-28,AK,71693.0
2021-04-26,ID,22307.0
2021-09-03,AL,1894.0
2021-10-17,GA,37438.0
2021-03-16,ID,55282.0
2021-07-17,NV,24206.0
2021-04-20,WY,76547.0
2021-03-29,ME,42329.0
2021-03-20,IL,70392.0
2021-05-23,AR,62690.0
2021-01-18,ID,95196.0
2021-07-19,WY,22452.0
2021-03-02,NV,44413.0
2021-07-21,AZ,84190.0
2021-07-02,WY,53241.0
2021-02-03,NY,99946.0
2021-09-26,AZ,68157.0
2021-01-04,DE,86074.0
2021-05-30,SC,67709.0
2021-04-18,SC,14409.0
2021-05-18,OK,90711.0
2021-08-01,WI,85889.0
2021-04-06,OK,26944.0
2021-10-19,AZ,42672.0
2021-01-27,UT,43606.0
2021-04-22,VT,17327.0
2021-08-18,NY,7092.0
2021-09-11,MI,9900.0
2021-08-08,CT,66021.0
2021-10-19,VT,60646.0
2021-06-02,WA,84237.0
2021-07-27,WA,25214.0
2021-03-15,VT,21994.0
2021-05-21,ME,4980.0
2021-03-03,CT,96737.0
2021-06-10,ID,3213.0
2021-09-06,AZ,80383.0
2021-01-27,SD,51592.0
2021-10-19,UT,44964.0
2021-01-04,AK,78793.0
2021-10-26,NM,14945.0
2021-01-08,MS,64013.0
2021-01-15,OR,22506.0
2021-07-02,NE,74543.0
2021-04-06,PA,89147.0
2021-04-20,WV,33704.0
2021-08-23,FL,95433.0
2021-08-02,KS,51537.0
2021-02-20,CO,51219.0
2021-08-27,NM,86202.0
2021-02-23,TX,97710.0
2021-03-12,PA,15001.0
2021-02-24,KY,31414.0
2021-09-07,WV,87493.0
2021-01-04,CA,28923.0
2021-04-30,MS,74576.0
2021-05-01,OH,65928.0
2021-04-26,AZ,62399.0
2021-03-30,MO,94580.0
2021-07-25,AR,34656.0
2021-10-12,IL,54735.0
2021-05-17,NC,32424.0
2021-02-15,CA,11407.0
2021-01-18,MI,29028.0
2021-05-11,IL,64008.0
2021-08-02,GA,87971.0
2021-07-20,AR,63163.0
2021-10-18,RI,60527.0
2021-07-06,IA,54447.0
2021-10-07,WV,5022.0
2021-04-13,WA,69937.0
2021-07-31,OR,29680.0
2021-06-10,IA,8318.0
2021-02-25,WY,99848.0
2021-06-17,VA,38348.0
2021-01-12,NH,93568.0
2021-10-02,WY,23371.0
2021-09-18,MO,86321.0
2021-01-06,OR,28440.0
2021-06-10,MO,68384.0
2021-05-16,NC,42221.0
2021-03-09,TX,77418.0
2021-06-03,UT,97988.0
2021-05-07,CA,28714.0
2021-03-29,RI,76426.0
2021-08-16,WV,32321.0
2021-03-07,CT,63173.0
2021-03-02,NE,63182.0
2021-06-16,CA,49675.0
2021-03-25,AR,70283.0
2021-08-02,MS,89950.0
2021-02-13,AL,50680.0
2021-07-04,NE,79133.0
2021-07-20,VT,80632.0
2021-01-26,UT,96875.0
2021-06-12,NY,74285.0
2021-01-21,MD,64379.0
2021-02-03,MN,85717.0
2021-03-01,PA,9787.0
2021-09-17,MI,36324.0
2021-05-26,TN,16194.0
2021-09-09,GA,91408.0
2021-08-30,AL,17617.0
2021-05-07,WV,18709.0
2021-01-19,GA,6722.0
2021-09-02,AK,39101.0
2021-07-16,CT,84445.0
2021-07-15,TN,64540.0
2021-10-13,DC,38262.0
2021-09-17,WI,81661.0
2021-06-26,WV,36117.0
2021-10-13,TN,35905.0
2021-09-29,MD,19722.0
2021-01-21,ME,9384.0
2021-04-12,HI,558.0
2021-06-11,VA,60295.0
2021-06-02,ID,47513.0
2021-07-12,NC,66570.0
2021-10-28,ME,57903.0
2021-06-16,WV,37712.0
2021-06-05,SD,99299.0
2021-08-01,WY,22630.0
2021-09-27,MN,3265.0
2021-04-04,NV,67094.0
2021-07-07,SD,71860.0
2021-02-16,MO,15995.0
2021-09-30,NE,49819.0
2021-04-03,AZ,85145.0
2021-01-07,RI,62665.0
2021-01-24,MO,73463.0
2021-02-27,CT,44421.0
2021-10-24,IN,48910.0
2021-04-07,NJ,14994.0
2021-09-02,MN,50422.0
2021-06-17,NV,33375.0
2021-08-08,NV,51824.0
2021-07-23,NH,24986.0
2021-03-01,GA,74402.0
2021-06-19,PA,85211.0
2021-06-14,TX,2483.0
2021-07-27,OH,19789.0
2021-06-29,AK,16981.0
2021-07-18,DC,5185.0
2021-10-15,WA,95839.0
2021-05-13,WY,46617.0
2021-06-09,TN,83246.0
2021-01-24,MN,72570.0
2021-05-25,NJ,28005.0
2021-05-02,CO,2775.0
2021-10-19,ME,10813.0
2021-05-14,LA,88423.0
2021-04-23,NE,94230.0
2021-06-18,GA,12740.0
2021-09-25,WA,74174.0
2021-01-18,NH,5788.0
2021-08-16,NM,49146.0
2021-10-04,OR,30503.0
2021-05-07,MS,93378.0
2021-04-03,IN,54743.0
2021-01-13,WV,26308.0
2021-03-24,SC,51498.0
2021-06-05,ND,72945.0
2021-03-05,HI,29637.0
2021-07-05,ID,94428.0
2021-08-11,AR,5158.0
2021-10-15,DE,18808.0
2021-04-29,OR,67488.0
2021-05-10,MD,62348.0
2021-01-12,DE,60073.0
2021-08-24,ME,58847.0
2021-04-16,OH,88600.0
2021-10-08,AK,52955.0
2021-07-29,KS,29211.0
2021-04-13,SD,96180.0
2021-05-18,WI,64651.0
2021-01-28,CO,77233.0
2021-04-13,AZ,24490.0
2021-03-01,HI,9600.0
2021-01-28,VT,68742.0
2021-02-02,RI,94507.0
2021-02-24,RI,58935.0
2021-05-28,PA,84621.0
2021-03-19,WV,32031.0
2021-05-19,DC,33984.0
2021-10-17,NM,58633.0
2021-01-04,NY,74446.0
2021-06-16,AZ,41786.0
2021-01-18,IN,62953.0
2021-01-24,WA,2602.0
2021-10-08,PA,79417.0
2021-02-25,MS,10601.0
2021-06-19,WV,37004.0
2021-09-01,HI,37389.0
2021-04-06,DC,6372.0
2021-07-31,RI,35433.0
2021-10-10,VA,11383.0
2021-08-11,OR,87001.0
2021-03-14,NJ,28135.0
2021-01-15,AL,15856.0
2021-05-03,MN,23387.0
2021-08-27,SC,54663.0
2021-03-27,NC,60262.0
2021-04-25,FL,52306.0
2021-05-11,MA,91823.0
2021-08-11,MT,27841.0
2021-08-18,WA,97304.0
2021-10-25,NE,47784.0
2021-04-30,MI,84152.0
2021-04-02,OR,83985.0
2021-07-26,SC,92309.0
2021-05-11,AR,32065.0
2021-07-13,ND,7461.0
2021-06-26,SC,61795.0
2021-01-16,TX,34923.0
2021-07-20,ID,85261.0
2021-03-22,OR,5506.0
2021-08-01,OK,62495.0
2021-08-19,WA,4966.0
2021-09-24,NH,76881.0
2021-02-26,TX,26122.0
2021-02-13,NM,71064.0
2021-04-05,KY,41949.0
2021-02-25,NY,15828.0
2021-10-18,HI,21111.0
2021-08-18,KS,74828.0
2021-01-06,CT,86175.0
2021-06-16,IL,37883.0
2021-02-25,NC,34937.0
2021-07-03,MA,48625.0
2021-07-29,AL,35154.0
2021-05-16,NC,17890.0
2021-09-13,IL,67769.0
2021-03-31,NY,8352.0
2021-03-29,CO,10399.0
2021-04-12,ID,16891.0
2021-09-18,NH,1645.0
2021-06-12,ID,87656.0
2021-05-07,DC,69910.0
2021-02-18,NV,75362.0
2021-05-18,AZ,33371.0
2021-08-09,NE,33031.0
2021-03-01,NH,1510.0
2021-04-24,PA,98705.0
2021-04-23,CO,14533.0
2021-01-25,WY,31550.0
2021-02-18,AZ,63968.0
2021-09-07,OR,28537.0
2021-08-30,AL,91725.0
2021-07-06,IN,15915.0
2021-07-10,NV,60362.0
2021-02-03,MO,30298.0
2021-07-06,OK,25436.0
2021-04-19,PA,96303.0
2021-07-07,MD,13805.0
2021-06-23,PA,65330.0
2021-07-24,WV,83603.0
2021-02-16,PA,81331.0
2021-01-19,CO,6933.0
2021-01-04,ID,17370.0
2021-07-13,KY,16536.0
2021-08-19,ID,10216.0
2021-03-20,KS,85223.0
2021-03-14,ND,61706.0
2021-07-06,WY,23492.0
2021-07-04,NJ,77263.0
2021-02-10,CA,17287.0
2021-03-11,NJ,42272.0
2021-04-09,DE,30341.0
2021-01-23,DC,16632.0
2021-01-28,AZ,23040.0
2021-03-12,PA,945.0
2021-07-19,PA,50588.0
2021-02-24,AL,24763.0
2021-02-18,MS,18717.0
2021-09-24,MI,64343.0
2021-03-01,AR,52037.0
2021-06-11,NV,11147.0
2021-03-05,CA,52314.0
2021-08-02,WI,69840.0
2021-04-20,MT,79926.0
2021-06-11,ID,52784.0
2021-02-22,MN,86839.0
2021-02-03,MA,83007.0
2021-03-01,DE,42623.0
2021-03-28,UT,67874.0
2021-03-26,NC,9675.0
2021-03-21,NJ,17309.0
2021-03-08,CT,86415.0
2021-02-09,CO,198.0
2021-05-20,CT,85342.0
2021-10-01,OR,19585.0
2021-09-01,SC,4135.0
2021-09-20,MN,56387.0
2021-06-08,SD,9698.0
2021-02-01,MA,84436.0
2021-04-14,DE,69709.0
2021-05-03,AK,74406.0
2021-04-07,NJ,4600.0
2021-02-01,NM,65828.0
2021-06-17,NC,395.0
2021-02-20,FL,11401.0
2021-04-15,KY,40573.0
2021-10-11,DE,24481.0
2021-01-09,ME,19549.0
2021-08-07,UT,51806.0
2021-07-11,UT,46871.0
2021-01-29,IN,98288.0
2021-01-01,KY,90137.0
2021-06-14,OR,44950.0
2021-09-05,UT,15798.0
2021-02-16,TN,30844.0
2021-08-30,KY,79895.0
2021-05-07,NM,93801.0
2021-05-09,WV,80481.0
2021-05-31,WI,23598.0
2021-05-17,KS,58622.0
2021-09-13,LA,40722.0
2021-04-04,CT,76903.0
2021-06-23,NJ,37392.0
2021-03-24,NV,49095.0
2021-08-30,FL,87245.0
2021-09-24,MS,85921.0
2021-01-26,NJ,86028.0
2021-02-08,NC,70860.0
2021-01-20,NC,25057.0
2021-03-15,HI,56633.0
2021-01-18,SD,46994.0
2021-02-26,DE,31489.0
2021-08-02,KS,29866.0
2021-01-01,PA,3828.0
2021-01-19,OH,89526.0
2021-08-26,OK,67930.0
2021-07-29,VA,83970.0
2021-03-16,SD,49578.0
2021-01-22,OR,45753.0
2021-10-17,CA,56294.0
2021-07-07,ID,1110.0
2021-09-21,GA,66879.0
2021-01-08,NV,7995.0
2021-08-06,HI,91107.0
2021-04-17,AK,92825.0
2021-09-17,MA,73492.0
2021-06-20,GA,32608.0
2021-10-14,OK,26224.0
2021-09-09,MA,32550.0
2021-02-17,WV,23277.0
2021-06-03,WA,39183.0
2021-03-23,NM,13554.0
2021-07-25,ME,83606.0
2021-06-25,ID,84723.0
2021-08-26,OR,20013.0
2021-06-15,VT,83579.0
2021-02-03,TX,96754.0
2021-04-29,UT,13449.0
2021-08-11,AL,77142.0
2021-06-30,UT,93517.0
2021-07-02,FL,33552.0
2021-06-04,SD,17782.0
2021-08-25,DC,90168.0
2021-08-27,RI,55108.0
2021-06-28,DC,52440.0
2021-05-18,ME,64612.0
2021-10-14,FL,92195.0
2021-04-06,FL,41537.0
2021-03-21,CO,68566.0
2021-02-02,NM,50591.0
2021-03-25,ME,52511.0
2021-03-13,CA,71473.0
2021-06-02,CA,49730.0
2021-04-12,NC,74117.0
2021-10-07,PA,44967.0
2021-02-27,KS,73328.0
2021-04-02,OK,94722.0
2021-04-27,AK,94968.0
2021-01-23,DE,87125.0
2021-10-22,WA,23389.0
2021-08-19,WA,40510.0
2021-04-15,MT,64905.0
2021-03-26,ME,10848.0
2021-08-26,MI,82204.0
2021-09-14,RI,25678.0
2021-07-28,MS,66788.0
2021-10-21,NH,98617.0
2021-10-07,OK,82955.0
2021-04-13,NM,20738.0
2021-10-09,OR,81758.0
2021-02-24,LA,95238.0
2021-06-08,OK,3578.0
2021-07-16,OH,88673.0
2021-06-11,NV,14501.0
2021-02-19,MO,47983.0
2021-03-28,WI,17449.0
2021-08-17,ID,50743.0
2021-09-30,NE,23228.0
2021-10-01,VA,70334.0
2021-09-03,LA,55615.0
2021-03-27,KY,89367.0
2021-03-24,NJ,82605.0
2021-05-17,SD,86012.0
2021-07-26,PA,75883.0
2021-07-16,LA,36990.0
2021-07-15,WI,40011.0
2021-04-22,AZ,56736.0
2021-10-14,MD,87192.0
2021-03-06,NM,38716.0
2021-06-30,KS,36690.0
2021-01-05,SD,39978.0
2021-02-20,RI,6609.0
2021-10-16,ME,59139.0
2021-08-07,AK,48904.0
2021-04-06,AZ,65556.0
2021-09-20,VT,57989.0
2021-10-10,WA,11679.0
2021-08-23,KY,64327.0
2021-10-13,SD,92251.0
2021-09-30,ID,2772.0
2021-06-06,WY,28276.0
2021-07-16,IL,95953.0
2021-02-14,KY,41372.0
2021-01-26,MS,11712.0
2021-01-03,KY,53381.0
2021-09-27,MD,77921.0
2021-04-13,MD,82670.0
2021-09-15,KY,60845.0
2021-03-02,KY,64299.0
2021-09-01,SC,62223.0
2021-09-13,LA,11769.0
2021-10-19,IN,68605.0
2021-09-26,WA,67443.0
2021-10-24,LA,16513.0
2021-02-15,MN,75511.0
2021-10-26,ID,81448.0
